;loss;accuracy;val_loss;val_accuracy;lr
0;2.8990814685821533;0.5014814734458923;21.951139450073242;0.1322222203016281;0.001
1;0.8383508920669556;0.6991666555404663;4.317338943481445;0.23333333432674408;0.001
2;0.6800413727760315;0.7555864453315735;4.175853252410889;0.2638888955116272;0.001
3;0.6142441630363464;0.7781789898872375;3.915172815322876;0.3077777922153473;0.001
4;0.5304316878318787;0.8049382567405701;3.1009066104888916;0.35722222924232483;0.001
5;0.5089686512947083;0.8170679211616516;2.4237864017486572;0.5061110854148865;0.001
6;0.44016268849372864;0.8383641839027405;2.8252575397491455;0.4744444489479065;0.001
7;0.4257515072822571;0.8461111187934875;2.6034321784973145;0.5199999809265137;0.001
8;0.39853349328041077;0.856759250164032;1.2402076721191406;0.6594444513320923;0.001
9;0.37615060806274414;0.8656481504440308;1.069583773612976;0.7211111187934875;0.001
10;0.35622650384902954;0.8701234459877014;0.5317311882972717;0.8055555820465088;0.001
11;0.38932302594184875;0.8603086471557617;1.1383414268493652;0.7250000238418579;0.001
12;0.35644829273223877;0.8709567785263062;0.8458440899848938;0.757777750492096;0.001
13;0.35578635334968567;0.8715741038322449;1.0481746196746826;0.7161111235618591;0.001
14;0.32545143365859985;0.8811728358268738;0.49291062355041504;0.8422222137451172;0.001
15;0.33079901337623596;0.8803703784942627;0.31612786650657654;0.8799999952316284;0.001
16;0.34287649393081665;0.8816975355148315;1.4539332389831543;0.6644444465637207;0.001
17;0.3081050515174866;0.8878394961357117;0.27114662528038025;0.8994444608688354;0.001
18;0.28682488203048706;0.8932098746299744;0.4746941328048706;0.8311111330986023;0.001
19;0.32703283429145813;0.8861111402511597;0.7487227320671082;0.7777777910232544;0.001
20;0.2757672965526581;0.8986111283302307;0.28368130326271057;0.8916666507720947;0.001
21;0.2704821228981018;0.9002469182014465;0.31262677907943726;0.8744444251060486;0.001
22;0.2647177577018738;0.9037036895751953;0.2764144241809845;0.9055555462837219;0.001
23;0.3309454023838043;0.8887654542922974;0.4322197735309601;0.8444444537162781;0.001
24;0.29023998975753784;0.8969135880470276;0.25326889753341675;0.9038888812065125;0.001
25;0.295330286026001;0.8942592740058899;0.36169931292533875;0.8683333396911621;0.001
26;0.24387170374393463;0.9112345576286316;0.24174737930297852;0.9066666960716248;0.001
27;0.23353372514247894;0.9131172895431519;0.25337791442871094;0.9155555367469788;0.001
28;0.22705207765102386;0.9155864119529724;0.2824678122997284;0.8972222208976746;0.001
29;0.28608831763267517;0.899506151676178;1.4619841575622559;0.7255555391311646;0.001
30;0.2421010136604309;0.9125617146492004;0.31960052251815796;0.8866666555404663;0.001
31;0.22994481027126312;0.9144753217697144;0.6338921189308167;0.8422222137451172;0.001
32;0.2595463693141937;0.9081481695175171;0.6298902034759521;0.8233333230018616;0.001
33;0.17585664987564087;0.9319135546684265;0.14915186166763306;0.9344444274902344;0.000100000005
34;0.1462404727935791;0.9408950805664062;0.1602092832326889;0.9350000023841858;0.000100000005
35;0.13395142555236816;0.9457407593727112;0.15431827306747437;0.9377777576446533;0.000100000005
36;0.13137748837471008;0.946265459060669;0.1671288162469864;0.9372222423553467;0.000100000005
37;0.12692411243915558;0.9476234316825867;0.14044009149074554;0.9438889026641846;0.000100000005
38;0.11998406797647476;0.9497839212417603;0.13746701180934906;0.945555567741394;0.000100000005
39;0.11720617115497589;0.9518827199935913;0.17598485946655273;0.9361110925674438;0.000100000005
40;0.11506932228803635;0.9532098770141602;0.13477401435375214;0.9433333277702332;0.000100000005
41;0.108673594892025;0.9527778029441833;0.14881938695907593;0.9422222375869751;0.000100000005
42;0.110498808324337;0.9552469253540039;0.1387818604707718;0.9472222328186035;0.000100000005
43;0.10592387616634369;0.9553703665733337;0.14134684205055237;0.9483333230018616;0.000100000005
44;0.10735096037387848;0.9543209671974182;0.13295213878154755;0.9466666579246521;0.000100000005
45;0.10273119062185287;0.9564197659492493;0.14589443802833557;0.9416666626930237;0.000100000005
46;0.10166121274232864;0.9564814567565918;0.1463632583618164;0.9361110925674438;0.000100000005
47;0.10238237679004669;0.9561111330986023;0.1378081887960434;0.9444444179534912;0.000100000005
48;0.09703332185745239;0.9586111307144165;0.13658004999160767;0.9427777528762817;0.000100000005
49;0.09302746504545212;0.9613580107688904;0.13717465102672577;0.9477777481079102;1.0000001e-05
50;0.0911421999335289;0.9610802531242371;0.13679899275302887;0.9483333230018616;1.0000001e-05
51;0.08886465430259705;0.9624382853507996;0.13716964423656464;0.9466666579246521;1.0000001e-05
52;0.08802253007888794;0.9623148441314697;0.1367977112531662;0.9472222328186035;1.0000001e-05
53;0.08555861562490463;0.9638271331787109;0.13688072562217712;0.948888897895813;1.0000001e-05
54;0.08911378681659698;0.9628086686134338;0.13249701261520386;0.9505555629730225;1.0000001e-05
55;0.08654825389385223;0.963209867477417;0.13768725097179413;0.948888897895813;1.0000001e-05
56;0.08741473406553268;0.963209867477417;0.13406749069690704;0.948888897895813;1.0000001e-05
57;0.08744573593139648;0.9625617265701294;0.1350388377904892;0.9472222328186035;1.0000001e-05
58;0.08767436444759369;0.9620987772941589;0.13383130729198456;0.948888897895813;1.0000001e-05
59;0.0895947515964508;0.962006151676178;0.1313808262348175;0.9511111378669739;1.0000001e-05
60;0.08692631125450134;0.9630246758460999;0.1323840618133545;0.9505555629730225;1.0000001e-06
61;0.0876435935497284;0.9628394842147827;0.132646843791008;0.9511111378669739;1.0000001e-06
62;0.09043079614639282;0.9625308513641357;0.13330474495887756;0.9505555629730225;1.0000001e-06
63;0.08902226388454437;0.9628703594207764;0.1329668164253235;0.9505555629730225;1.0000001e-06
64;0.08673729002475739;0.9633641839027405;0.1326943188905716;0.949999988079071;1.0000001e-06
65;0.08519589900970459;0.9626851677894592;0.13365726172924042;0.949999988079071;1.0000001e-06
66;0.08724948763847351;0.9644753336906433;0.13309624791145325;0.9494444727897644;1.0000001e-06
67;0.08439701050519943;0.9638888835906982;0.13324250280857086;0.949999988079071;1.0000001e-07
68;0.08857080340385437;0.9626234769821167;0.1327943056821823;0.9511111378669739;1.0000001e-07
69;0.08662597835063934;0.9630246758460999;0.13315346837043762;0.949999988079071;1.0000001e-07
70;0.08312022686004639;0.9649999737739563;0.13274212181568146;0.949999988079071;1.0000001e-07
71;0.08560878783464432;0.9637036919593811;0.13278904557228088;0.9505555629730225;1.0000001e-07
72;0.08777298778295517;0.9618827104568481;0.13272885978221893;0.949999988079071;1.0000001e-07
73;0.08713220804929733;0.963209867477417;0.1331430971622467;0.9511111378669739;1.0000001e-07
74;0.0850454717874527;0.9637036919593811;0.13228608667850494;0.9505555629730225;1.0000001e-08
75;0.08468560129404068;0.9644753336906433;0.13252390921115875;0.9511111378669739;1.0000001e-08
76;0.08728089183568954;0.9625617265701294;0.1328333020210266;0.9494444727897644;1.0000001e-08
77;0.08605293184518814;0.9633950591087341;0.1339065283536911;0.948888897895813;1.0000001e-08
78;0.08461236953735352;0.9624999761581421;0.1328258216381073;0.9505555629730225;1.0000001e-08
79;0.08865570276975632;0.962592601776123;0.1333535611629486;0.9505555629730225;1.0000001e-08
